,Device Time,Value,Units
607,2024-12-18 10:51:36,142,mg/dL
608,2024-12-18 10:46:37,138,mg/dL
609,2024-12-18 10:41:36,134,mg/dL
610,2024-12-18 10:36:38,129,mg/dL
611,2024-12-18 10:31:45,127,mg/dL
612,2024-12-18 10:26:36,106,mg/dL
613,2024-12-18 10:21:36,79,mg/dL
614,2024-12-18 10:16:36,64,mg/dL
615,2024-12-18 10:11:36,58,mg/dL
616,2024-12-18 10:06:36,53,mg/dL
617,2024-12-18 10:01:37,54,mg/dL
618,2024-12-18 09:56:38,47,mg/dL
619,2024-12-18 09:51:39,45,mg/dL
620,2024-12-18 09:46:37,45,mg/dL
621,2024-12-18 09:41:36,45,mg/dL
622,2024-12-18 09:36:37,47,mg/dL
623,2024-12-18 09:31:37,50,mg/dL
624,2024-12-18 09:26:36,54,mg/dL
625,2024-12-18 09:21:37,59,mg/dL
626,2024-12-18 09:16:36,65,mg/dL
627,2024-12-18 09:11:37,69,mg/dL
628,2024-12-18 09:06:36,72,mg/dL
629,2024-12-18 09:01:37,76,mg/dL
630,2024-12-18 08:56:37,86,mg/dL
631,2024-12-18 08:51:38,94,mg/dL
632,2024-12-18 08:46:37,101,mg/dL
633,2024-12-18 08:41:38,111,mg/dL
634,2024-12-18 08:36:38,118,mg/dL
635,2024-12-18 08:31:38,123,mg/dL
636,2024-12-18 08:26:36,126,mg/dL
637,2024-12-18 08:21:39,136,mg/dL
638,2024-12-18 08:16:37,144,mg/dL
639,2024-12-18 08:11:36,147,mg/dL
640,2024-12-18 08:06:36,150,mg/dL
641,2024-12-18 08:01:36,153,mg/dL
642,2024-12-18 07:56:37,140,mg/dL
643,2024-12-18 07:51:36,141,mg/dL
644,2024-12-18 07:46:36,129,mg/dL
645,2024-12-18 07:41:37,128,mg/dL
646,2024-12-18 07:36:37,133,mg/dL
647,2024-12-18 07:31:37,132,mg/dL
648,2024-12-18 07:26:37,126,mg/dL
649,2024-12-18 07:21:37,118,mg/dL
650,2024-12-18 07:16:37,110,mg/dL
651,2024-12-18 07:11:37,105,mg/dL
652,2024-12-18 07:06:37,100,mg/dL
653,2024-12-18 07:01:37,98,mg/dL
654,2024-12-18 06:56:37,100,mg/dL
655,2024-12-18 06:51:38,101,mg/dL
656,2024-12-18 06:46:38,102,mg/dL
657,2024-12-18 06:41:38,105,mg/dL
658,2024-12-18 06:36:38,109,mg/dL
659,2024-12-18 06:31:38,116,mg/dL
660,2024-12-18 06:26:38,125,mg/dL
661,2024-12-18 06:21:37,134,mg/dL
662,2024-12-18 06:16:38,139,mg/dL
663,2024-12-18 06:11:37,142,mg/dL
664,2024-12-18 06:06:37,145,mg/dL
665,2024-12-18 06:01:37,153,mg/dL
666,2024-12-18 05:56:37,154,mg/dL
667,2024-12-18 05:51:37,152,mg/dL
668,2024-12-18 05:46:37,148,mg/dL
669,2024-12-18 05:41:37,143,mg/dL
670,2024-12-18 05:36:37,140,mg/dL
671,2024-12-18 05:31:37,135,mg/dL
672,2024-12-18 05:26:37,131,mg/dL
673,2024-12-18 05:21:37,128,mg/dL
674,2024-12-18 05:16:37,123,mg/dL
675,2024-12-18 05:11:37,122,mg/dL
676,2024-12-18 05:06:38,117,mg/dL
677,2024-12-18 05:01:38,112,mg/dL
678,2024-12-18 04:56:37,110,mg/dL
679,2024-12-18 04:51:37,103,mg/dL
680,2024-12-18 04:46:37,98,mg/dL
681,2024-12-18 04:41:38,98,mg/dL
682,2024-12-18 04:36:38,96,mg/dL
683,2024-12-18 04:31:37,91,mg/dL
684,2024-12-18 04:26:37,79,mg/dL
685,2024-12-18 04:21:41,77,mg/dL
686,2024-12-18 04:16:45,76,mg/dL
687,2024-12-18 04:11:42,82,mg/dL
688,2024-12-18 04:06:38,71,mg/dL
689,2024-12-18 04:01:37,44,mg/dL
690,2024-12-18 03:56:38,40,mg/dL
691,2024-12-18 03:51:38,40,mg/dL
692,2024-12-18 03:46:38,42,mg/dL
693,2024-12-18 03:41:37,48,mg/dL
694,2024-12-18 03:36:38,54,mg/dL
695,2024-12-18 03:31:38,58,mg/dL
696,2024-12-18 03:26:37,57,mg/dL
697,2024-12-18 03:21:37,54,mg/dL
698,2024-12-18 03:16:37,49,mg/dL
699,2024-12-18 03:11:37,42,mg/dL
700,2024-12-18 03:06:38,39,mg/dL
701,2024-12-18 03:01:37,39,mg/dL
702,2024-12-18 02:56:37,39,mg/dL
703,2024-12-18 02:51:37,39,mg/dL
704,2024-12-18 02:46:37,39,mg/dL
705,2024-12-18 02:41:37,39,mg/dL
706,2024-12-18 02:36:37,39,mg/dL
707,2024-12-18 02:31:38,39,mg/dL
708,2024-12-18 02:26:37,39,mg/dL
709,2024-12-18 02:21:37,39,mg/dL
710,2024-12-18 02:16:37,47,mg/dL
711,2024-12-18 02:11:38,52,mg/dL
712,2024-12-18 02:06:38,55,mg/dL
713,2024-12-18 02:01:38,56,mg/dL
714,2024-12-18 01:56:38,52,mg/dL
715,2024-12-18 01:51:38,50,mg/dL
716,2024-12-18 01:46:38,52,mg/dL
717,2024-12-18 01:41:38,55,mg/dL
718,2024-12-18 01:36:38,60,mg/dL
719,2024-12-18 01:31:38,68,mg/dL
720,2024-12-18 01:26:38,75,mg/dL
721,2024-12-18 01:21:38,84,mg/dL
722,2024-12-18 01:16:38,93,mg/dL
723,2024-12-18 01:11:38,102,mg/dL
724,2024-12-18 01:06:38,111,mg/dL
725,2024-12-18 01:01:38,120,mg/dL
726,2024-12-18 00:56:38,130,mg/dL
727,2024-12-18 00:51:38,153,mg/dL
728,2024-12-18 00:46:38,172,mg/dL
729,2024-12-18 00:41:38,195,mg/dL
730,2024-12-18 00:36:38,211,mg/dL
731,2024-12-18 00:31:38,219,mg/dL
732,2024-12-18 00:26:38,228,mg/dL
733,2024-12-18 00:21:38,210,mg/dL
734,2024-12-18 00:16:38,252,mg/dL
735,2024-12-18 00:11:38,278,mg/dL
736,2024-12-18 00:06:41,279,mg/dL
737,2024-12-18 00:01:38,275,mg/dL
738,2024-12-17 23:56:38,275,mg/dL
739,2024-12-17 23:51:38,277,mg/dL
740,2024-12-17 23:46:38,274,mg/dL
741,2024-12-17 23:41:38,270,mg/dL
742,2024-12-17 23:36:39,267,mg/dL
743,2024-12-17 23:31:38,265,mg/dL
744,2024-12-17 23:26:38,263,mg/dL
745,2024-12-17 23:21:38,267,mg/dL
746,2024-12-17 23:16:38,267,mg/dL
747,2024-12-17 23:11:38,247,mg/dL
748,2024-12-17 23:06:39,252,mg/dL
749,2024-12-17 23:01:38,261,mg/dL
750,2024-12-17 22:56:38,262,mg/dL
751,2024-12-17 22:51:38,261,mg/dL
752,2024-12-17 22:46:39,264,mg/dL
753,2024-12-17 22:41:41,270,mg/dL
754,2024-12-17 22:36:42,280,mg/dL
755,2024-12-17 22:31:42,288,mg/dL
756,2024-12-17 22:26:38,286,mg/dL
757,2024-12-17 22:21:38,279,mg/dL
758,2024-12-17 22:16:38,273,mg/dL
759,2024-12-17 22:11:38,272,mg/dL
760,2024-12-17 22:06:38,275,mg/dL
761,2024-12-17 22:01:38,288,mg/dL
762,2024-12-17 21:56:40,298,mg/dL
763,2024-12-17 21:51:39,280,mg/dL
764,2024-12-17 21:46:38,281,mg/dL
765,2024-12-17 21:41:38,280,mg/dL
766,2024-12-17 21:36:38,281,mg/dL
767,2024-12-17 21:31:39,282,mg/dL
768,2024-12-17 21:26:38,281,mg/dL
769,2024-12-17 21:21:38,277,mg/dL
770,2024-12-17 21:16:38,269,mg/dL
771,2024-12-17 21:11:39,266,mg/dL
772,2024-12-17 21:06:39,264,mg/dL
773,2024-12-17 21:01:39,264,mg/dL
774,2024-12-17 20:56:39,264,mg/dL
775,2024-12-17 20:51:39,268,mg/dL
776,2024-12-17 20:46:39,276,mg/dL
777,2024-12-17 20:41:39,279,mg/dL
778,2024-12-17 20:36:39,282,mg/dL
779,2024-12-17 20:31:44,280,mg/dL
780,2024-12-17 20:26:38,278,mg/dL
781,2024-12-17 20:21:43,271,mg/dL
782,2024-12-17 20:16:41,257,mg/dL
783,2024-12-17 20:11:41,246,mg/dL
784,2024-12-17 20:06:39,240,mg/dL
785,2024-12-17 20:01:39,238,mg/dL
786,2024-12-17 19:56:39,238,mg/dL
787,2024-12-17 19:51:39,239,mg/dL
788,2024-12-17 19:46:39,244,mg/dL
789,2024-12-17 19:41:39,239,mg/dL
790,2024-12-17 19:36:39,231,mg/dL
791,2024-12-17 19:31:39,229,mg/dL
792,2024-12-17 19:26:39,226,mg/dL
793,2024-12-17 19:21:39,213,mg/dL
794,2024-12-17 19:16:39,203,mg/dL
795,2024-12-17 19:11:39,193,mg/dL
796,2024-12-17 19:06:39,185,mg/dL
797,2024-12-17 19:01:39,178,mg/dL
798,2024-12-17 18:56:43,176,mg/dL
799,2024-12-17 18:51:39,175,mg/dL
800,2024-12-17 18:46:39,173,mg/dL
801,2024-12-17 18:41:39,169,mg/dL
802,2024-12-17 18:36:39,168,mg/dL
803,2024-12-17 18:31:39,164,mg/dL
804,2024-12-17 18:26:39,164,mg/dL
805,2024-12-17 18:21:39,164,mg/dL
806,2024-12-17 18:16:39,163,mg/dL
807,2024-12-17 18:11:39,158,mg/dL
808,2024-12-17 18:06:39,144,mg/dL
809,2024-12-17 18:01:39,135,mg/dL
810,2024-12-17 17:56:39,131,mg/dL
811,2024-12-17 17:51:39,127,mg/dL
812,2024-12-17 17:46:39,122,mg/dL
813,2024-12-17 17:41:40,115,mg/dL
814,2024-12-17 17:36:39,117,mg/dL
815,2024-12-17 17:31:39,119,mg/dL
816,2024-12-17 17:26:40,118,mg/dL
817,2024-12-17 17:21:40,115,mg/dL
818,2024-12-17 17:16:41,112,mg/dL
819,2024-12-17 17:11:40,108,mg/dL
820,2024-12-17 17:06:40,107,mg/dL
821,2024-12-17 17:01:41,111,mg/dL
822,2024-12-17 16:56:39,110,mg/dL
823,2024-12-17 16:51:39,110,mg/dL
824,2024-12-17 16:46:40,110,mg/dL
825,2024-12-17 16:41:40,108,mg/dL
826,2024-12-17 16:36:42,109,mg/dL
827,2024-12-17 16:31:39,109,mg/dL
828,2024-12-17 16:26:40,113,mg/dL
829,2024-12-17 16:21:39,118,mg/dL
830,2024-12-17 16:16:40,120,mg/dL
831,2024-12-17 16:11:39,117,mg/dL
832,2024-12-17 16:06:40,115,mg/dL
833,2024-12-17 16:01:41,111,mg/dL
834,2024-12-17 15:56:41,116,mg/dL
835,2024-12-17 15:51:42,122,mg/dL
836,2024-12-17 15:46:40,123,mg/dL
837,2024-12-17 15:41:41,111,mg/dL
838,2024-12-17 15:36:39,106,mg/dL
839,2024-12-17 15:31:41,88,mg/dL
840,2024-12-17 15:26:40,96,mg/dL
841,2024-12-17 15:21:44,97,mg/dL
842,2024-12-17 15:16:41,99,mg/dL
843,2024-12-17 15:11:40,107,mg/dL
844,2024-12-17 15:06:40,114,mg/dL
845,2024-12-17 15:01:39,108,mg/dL
846,2024-12-17 14:56:40,106,mg/dL
847,2024-12-17 14:51:40,102,mg/dL
848,2024-12-17 14:46:39,96,mg/dL
849,2024-12-17 14:41:39,92,mg/dL
850,2024-12-17 14:36:41,88,mg/dL
851,2024-12-17 14:31:39,87,mg/dL
852,2024-12-17 14:26:40,88,mg/dL
853,2024-12-17 14:21:40,89,mg/dL
854,2024-12-17 14:16:40,93,mg/dL
855,2024-12-17 14:11:40,95,mg/dL
856,2024-12-17 14:06:40,100,mg/dL
857,2024-12-17 14:01:41,104,mg/dL
858,2024-12-17 13:56:40,104,mg/dL
859,2024-12-17 13:51:40,107,mg/dL
860,2024-12-17 13:46:40,107,mg/dL
861,2024-12-17 13:41:40,105,mg/dL
862,2024-12-17 13:36:40,108,mg/dL
863,2024-12-17 13:31:40,111,mg/dL
864,2024-12-17 13:26:42,116,mg/dL
865,2024-12-17 13:21:41,123,mg/dL
866,2024-12-17 13:16:41,130,mg/dL
867,2024-12-17 13:11:42,134,mg/dL
868,2024-12-17 13:06:42,138,mg/dL
869,2024-12-17 13:01:42,150,mg/dL
870,2024-12-17 12:56:40,161,mg/dL
871,2024-12-17 12:51:41,174,mg/dL
872,2024-12-17 12:46:40,186,mg/dL
873,2024-12-17 12:41:40,196,mg/dL
874,2024-12-17 12:36:40,201,mg/dL
875,2024-12-17 12:31:40,204,mg/dL
876,2024-12-17 12:26:46,206,mg/dL
877,2024-12-17 12:21:40,217,mg/dL
878,2024-12-17 12:16:40,218,mg/dL
879,2024-12-17 12:11:40,214,mg/dL
880,2024-12-17 12:06:40,209,mg/dL
881,2024-12-17 12:01:40,198,mg/dL
882,2024-12-17 11:56:40,194,mg/dL
883,2024-12-17 11:51:40,178,mg/dL
884,2024-12-17 11:46:40,151,mg/dL
885,2024-12-17 11:41:41,131,mg/dL
886,2024-12-17 11:36:49,119,mg/dL
887,2024-12-17 11:31:40,107,mg/dL
888,2024-12-17 11:26:40,92,mg/dL
889,2024-12-17 11:21:40,83,mg/dL
890,2024-12-17 11:16:40,77,mg/dL
891,2024-12-17 11:11:40,77,mg/dL
892,2024-12-17 11:06:40,79,mg/dL
893,2024-12-17 11:01:40,81,mg/dL
894,2024-12-17 10:56:40,85,mg/dL
895,2024-12-17 10:51:40,86,mg/dL
896,2024-12-17 10:46:40,89,mg/dL
897,2024-12-17 10:41:40,91,mg/dL
898,2024-12-17 10:36:40,87,mg/dL
899,2024-12-17 10:31:40,80,mg/dL
900,2024-12-17 10:26:40,84,mg/dL
901,2024-12-17 10:21:41,108,mg/dL
902,2024-12-17 10:16:40,118,mg/dL
903,2024-12-17 10:11:40,120,mg/dL
904,2024-12-17 10:06:40,111,mg/dL
905,2024-12-17 10:01:41,108,mg/dL
906,2024-12-17 09:56:40,107,mg/dL
907,2024-12-17 09:51:41,108,mg/dL
908,2024-12-17 09:46:41,104,mg/dL
909,2024-12-17 09:41:41,98,mg/dL
910,2024-12-17 09:36:41,94,mg/dL
911,2024-12-17 09:31:41,90,mg/dL
912,2024-12-17 09:26:41,88,mg/dL
913,2024-12-17 09:21:40,90,mg/dL
914,2024-12-17 09:16:41,93,mg/dL
915,2024-12-17 09:11:41,94,mg/dL
916,2024-12-17 09:06:40,96,mg/dL
917,2024-12-17 09:01:41,97,mg/dL
918,2024-12-17 08:56:41,96,mg/dL
919,2024-12-17 08:51:41,87,mg/dL
920,2024-12-17 08:46:40,84,mg/dL
921,2024-12-17 08:41:41,83,mg/dL
922,2024-12-17 08:36:41,93,mg/dL
923,2024-12-17 08:31:41,95,mg/dL
924,2024-12-17 08:26:41,105,mg/dL
925,2024-12-17 08:21:41,111,mg/dL
926,2024-12-17 08:16:41,109,mg/dL
927,2024-12-17 08:11:41,113,mg/dL
928,2024-12-17 08:06:41,107,mg/dL
929,2024-12-17 08:01:41,108,mg/dL
930,2024-12-17 07:56:41,116,mg/dL
931,2024-12-17 07:51:41,108,mg/dL
932,2024-12-17 07:46:41,125,mg/dL
933,2024-12-17 07:41:41,131,mg/dL
934,2024-12-17 07:36:41,122,mg/dL
935,2024-12-17 07:31:41,110,mg/dL
936,2024-12-17 07:26:41,92,mg/dL
937,2024-12-17 07:21:41,75,mg/dL
938,2024-12-17 07:16:41,73,mg/dL
939,2024-12-17 07:11:41,73,mg/dL
940,2024-12-17 07:06:41,74,mg/dL
941,2024-12-17 07:01:41,75,mg/dL
942,2024-12-17 06:56:41,78,mg/dL
943,2024-12-17 06:51:41,75,mg/dL
944,2024-12-17 06:46:41,87,mg/dL
945,2024-12-17 06:41:41,92,mg/dL
946,2024-12-17 06:36:41,98,mg/dL
947,2024-12-17 06:31:41,102,mg/dL
948,2024-12-17 06:26:41,86,mg/dL
949,2024-12-17 06:21:41,87,mg/dL
950,2024-12-17 06:16:41,91,mg/dL
951,2024-12-17 06:11:41,105,mg/dL
952,2024-12-17 06:06:41,103,mg/dL
953,2024-12-17 06:01:41,108,mg/dL
954,2024-12-17 05:56:41,112,mg/dL
955,2024-12-17 05:51:41,112,mg/dL
956,2024-12-17 05:46:41,110,mg/dL
957,2024-12-17 05:41:42,111,mg/dL
958,2024-12-17 05:36:43,111,mg/dL
959,2024-12-17 05:31:43,112,mg/dL
960,2024-12-17 05:26:45,113,mg/dL
961,2024-12-17 05:21:44,118,mg/dL
962,2024-12-17 05:16:45,125,mg/dL
963,2024-12-17 05:11:41,128,mg/dL
964,2024-12-17 05:06:41,130,mg/dL
965,2024-12-17 05:01:42,131,mg/dL
966,2024-12-17 04:56:41,130,mg/dL
967,2024-12-17 04:51:41,128,mg/dL
968,2024-12-17 04:46:42,128,mg/dL
969,2024-12-17 04:41:42,129,mg/dL
970,2024-12-17 04:36:42,127,mg/dL
971,2024-12-17 04:31:42,118,mg/dL
972,2024-12-17 04:26:41,114,mg/dL
973,2024-12-17 04:21:41,109,mg/dL
974,2024-12-17 04:16:41,99,mg/dL
975,2024-12-17 04:11:42,103,mg/dL
976,2024-12-17 04:06:42,103,mg/dL
977,2024-12-17 04:01:42,103,mg/dL
978,2024-12-17 03:56:42,103,mg/dL
979,2024-12-17 03:51:42,103,mg/dL
980,2024-12-17 03:46:42,104,mg/dL
981,2024-12-17 03:41:42,119,mg/dL
982,2024-12-17 03:36:42,118,mg/dL
983,2024-12-17 03:31:42,116,mg/dL
984,2024-12-17 03:26:42,108,mg/dL
985,2024-12-17 03:21:42,99,mg/dL
986,2024-12-17 03:16:42,98,mg/dL
987,2024-12-17 03:11:42,96,mg/dL
988,2024-12-17 03:06:42,95,mg/dL
989,2024-12-17 03:01:42,94,mg/dL
990,2024-12-17 02:56:42,98,mg/dL
991,2024-12-17 02:51:42,98,mg/dL
992,2024-12-17 02:46:42,97,mg/dL
993,2024-12-17 02:41:42,98,mg/dL
994,2024-12-17 02:36:42,97,mg/dL
995,2024-12-17 02:31:42,98,mg/dL
996,2024-12-17 02:26:42,98,mg/dL
997,2024-12-17 02:21:42,100,mg/dL
998,2024-12-17 02:16:42,104,mg/dL
999,2024-12-17 02:11:42,108,mg/dL
1000,2024-12-17 02:06:42,111,mg/dL
1001,2024-12-17 02:01:42,115,mg/dL
1002,2024-12-17 01:56:42,120,mg/dL
1003,2024-12-17 01:51:42,126,mg/dL
1004,2024-12-17 01:46:42,140,mg/dL
1005,2024-12-17 01:41:42,148,mg/dL
1006,2024-12-17 01:36:42,152,mg/dL
1007,2024-12-17 01:31:42,141,mg/dL
1008,2024-12-17 01:26:42,163,mg/dL
1009,2024-12-17 01:21:42,166,mg/dL
1010,2024-12-17 01:16:42,165,mg/dL
1011,2024-12-17 01:11:42,170,mg/dL
1012,2024-12-17 01:06:42,176,mg/dL
1013,2024-12-17 01:01:42,179,mg/dL
1014,2024-12-17 00:56:42,178,mg/dL
1015,2024-12-17 00:51:42,180,mg/dL
1016,2024-12-17 00:46:42,182,mg/dL
1017,2024-12-17 00:41:42,188,mg/dL
1018,2024-12-17 00:36:43,189,mg/dL
1019,2024-12-17 00:31:44,192,mg/dL
1020,2024-12-17 00:26:44,194,mg/dL
1021,2024-12-17 00:21:43,197,mg/dL
1022,2024-12-17 00:16:51,200,mg/dL
1023,2024-12-17 00:11:52,203,mg/dL
1024,2024-12-17 00:06:42,205,mg/dL
1025,2024-12-17 00:01:42,205,mg/dL
1026,2024-12-16 23:56:42,206,mg/dL
1027,2024-12-16 23:51:45,208,mg/dL
1028,2024-12-16 23:46:43,212,mg/dL
1029,2024-12-16 23:41:45,216,mg/dL
1030,2024-12-16 23:36:42,219,mg/dL
1031,2024-12-16 23:31:43,224,mg/dL
1032,2024-12-16 23:26:43,228,mg/dL
1033,2024-12-16 23:21:42,230,mg/dL
1034,2024-12-16 23:16:43,230,mg/dL
1035,2024-12-16 23:11:42,234,mg/dL
1036,2024-12-16 23:06:42,238,mg/dL
1037,2024-12-16 23:01:42,246,mg/dL
1038,2024-12-16 22:56:45,239,mg/dL
1039,2024-12-16 22:51:44,238,mg/dL
1040,2024-12-16 22:46:44,233,mg/dL
1041,2024-12-16 22:41:44,234,mg/dL
1042,2024-12-16 22:36:44,228,mg/dL
1043,2024-12-16 22:31:44,223,mg/dL
1044,2024-12-16 22:26:42,215,mg/dL
1045,2024-12-16 22:21:43,213,mg/dL
1046,2024-12-16 22:16:42,211,mg/dL
1047,2024-12-16 22:11:43,209,mg/dL
1048,2024-12-16 22:06:43,212,mg/dL
1049,2024-12-16 22:01:42,208,mg/dL
1050,2024-12-16 21:56:42,210,mg/dL
1051,2024-12-16 21:51:42,214,mg/dL
1052,2024-12-16 21:46:42,216,mg/dL
1053,2024-12-16 21:41:43,216,mg/dL
1054,2024-12-16 21:36:43,221,mg/dL
1055,2024-12-16 21:31:43,223,mg/dL
1056,2024-12-16 21:26:46,229,mg/dL
1057,2024-12-16 21:21:48,235,mg/dL
1058,2024-12-16 21:16:43,239,mg/dL
1059,2024-12-16 21:11:43,242,mg/dL
1060,2024-12-16 21:06:43,245,mg/dL
1061,2024-12-16 21:01:43,245,mg/dL
1062,2024-12-16 20:56:44,242,mg/dL
1063,2024-12-16 20:51:43,238,mg/dL
1064,2024-12-16 20:46:45,236,mg/dL
1065,2024-12-16 20:41:47,238,mg/dL
1066,2024-12-16 20:36:43,238,mg/dL
1067,2024-12-16 20:31:44,235,mg/dL
1068,2024-12-16 20:26:44,232,mg/dL
1069,2024-12-16 20:21:44,227,mg/dL
1070,2024-12-16 20:16:44,226,mg/dL
1071,2024-12-16 20:11:44,225,mg/dL
1072,2024-12-16 20:06:44,223,mg/dL
1073,2024-12-16 20:01:44,229,mg/dL
1074,2024-12-16 19:56:43,229,mg/dL
1075,2024-12-16 19:51:43,230,mg/dL
1076,2024-12-16 19:46:46,231,mg/dL
1077,2024-12-16 19:41:45,230,mg/dL
1078,2024-12-16 19:36:45,225,mg/dL
1079,2024-12-16 19:31:46,222,mg/dL
1080,2024-12-16 19:26:45,219,mg/dL
1081,2024-12-16 19:21:43,215,mg/dL
1082,2024-12-16 19:16:44,215,mg/dL
1083,2024-12-16 19:11:44,217,mg/dL
1084,2024-12-16 19:06:44,220,mg/dL
1085,2024-12-16 19:01:43,221,mg/dL
1086,2024-12-16 18:56:48,223,mg/dL
1087,2024-12-16 18:51:44,223,mg/dL
1088,2024-12-16 18:46:45,222,mg/dL
1089,2024-12-16 18:41:44,219,mg/dL
1090,2024-12-16 18:36:44,218,mg/dL
1091,2024-12-16 18:31:44,218,mg/dL
1092,2024-12-16 18:26:44,217,mg/dL
1093,2024-12-16 18:21:44,217,mg/dL
1094,2024-12-16 18:16:46,217,mg/dL
1095,2024-12-16 18:11:44,218,mg/dL
1096,2024-12-16 18:06:44,217,mg/dL
1097,2024-12-16 18:01:45,216,mg/dL
1098,2024-12-16 17:56:44,216,mg/dL
1099,2024-12-16 17:51:44,220,mg/dL
1100,2024-12-16 17:46:44,222,mg/dL
1101,2024-12-16 17:41:44,222,mg/dL
1102,2024-12-16 17:36:44,221,mg/dL
1103,2024-12-16 17:31:44,218,mg/dL
1104,2024-12-16 17:26:44,214,mg/dL
1105,2024-12-16 17:21:44,211,mg/dL
1106,2024-12-16 17:16:43,214,mg/dL
1107,2024-12-16 17:11:50,223,mg/dL
1108,2024-12-16 17:06:44,216,mg/dL
1109,2024-12-16 17:01:45,218,mg/dL
1110,2024-12-16 16:56:48,212,mg/dL
1111,2024-12-16 16:51:48,202,mg/dL
1112,2024-12-16 16:46:44,192,mg/dL
1113,2024-12-16 16:41:43,187,mg/dL
1114,2024-12-16 16:36:44,177,mg/dL
1115,2024-12-16 16:31:44,167,mg/dL
1116,2024-12-16 16:26:44,159,mg/dL
1117,2024-12-16 16:21:44,153,mg/dL
1118,2024-12-16 16:16:44,150,mg/dL
1119,2024-12-16 16:11:45,144,mg/dL
1120,2024-12-16 16:06:45,138,mg/dL
1121,2024-12-16 16:01:43,136,mg/dL
1122,2024-12-16 15:56:44,133,mg/dL
1123,2024-12-16 15:51:45,129,mg/dL
1124,2024-12-16 15:46:45,124,mg/dL
1125,2024-12-16 15:41:44,120,mg/dL
1126,2024-12-16 15:36:44,119,mg/dL
1127,2024-12-16 15:31:44,115,mg/dL
1128,2024-12-16 15:26:44,112,mg/dL
1129,2024-12-16 15:21:44,107,mg/dL
1130,2024-12-16 15:16:44,99,mg/dL
1131,2024-12-16 15:11:44,94,mg/dL
1132,2024-12-16 15:06:45,89,mg/dL
1133,2024-12-16 15:01:44,84,mg/dL
1134,2024-12-16 14:56:44,79,mg/dL
1135,2024-12-16 14:51:44,75,mg/dL
1136,2024-12-16 14:46:44,75,mg/dL
1137,2024-12-16 14:41:44,73,mg/dL
1138,2024-12-16 14:36:44,73,mg/dL
1139,2024-12-16 14:31:44,71,mg/dL
1140,2024-12-16 14:26:45,72,mg/dL
1141,2024-12-16 14:21:45,70,mg/dL
1142,2024-12-16 14:16:45,69,mg/dL
1143,2024-12-16 14:11:45,68,mg/dL
1144,2024-12-16 14:06:45,66,mg/dL
1145,2024-12-16 14:01:46,62,mg/dL
1146,2024-12-16 13:56:44,61,mg/dL
1147,2024-12-16 13:51:44,60,mg/dL
1148,2024-12-16 13:46:45,59,mg/dL
1149,2024-12-16 13:41:46,62,mg/dL
1150,2024-12-16 13:36:44,62,mg/dL
1151,2024-12-16 13:31:45,64,mg/dL
1152,2024-12-16 13:26:46,70,mg/dL
1153,2024-12-16 13:21:45,77,mg/dL
1154,2024-12-16 13:16:45,85,mg/dL
1155,2024-12-16 13:11:45,91,mg/dL
1156,2024-12-16 13:06:45,99,mg/dL
1157,2024-12-16 13:01:45,105,mg/dL
1158,2024-12-16 12:56:49,115,mg/dL
1159,2024-12-16 12:51:48,127,mg/dL
1160,2024-12-16 12:46:45,138,mg/dL
1161,2024-12-16 12:41:54,151,mg/dL
1162,2024-12-16 12:36:44,162,mg/dL
1163,2024-12-16 12:31:44,169,mg/dL
1164,2024-12-16 12:26:44,174,mg/dL
1165,2024-12-16 12:21:44,176,mg/dL
1166,2024-12-16 12:16:44,180,mg/dL
1167,2024-12-16 12:11:44,180,mg/dL
1168,2024-12-16 12:06:44,176,mg/dL
1169,2024-12-16 12:01:44,169,mg/dL
1170,2024-12-16 11:56:44,153,mg/dL
1171,2024-12-16 11:51:44,139,mg/dL
1172,2024-12-16 11:46:44,130,mg/dL
1173,2024-12-16 11:41:45,121,mg/dL
1174,2024-12-16 11:36:45,113,mg/dL
1175,2024-12-16 11:31:45,110,mg/dL
1176,2024-12-16 11:26:45,111,mg/dL
1177,2024-12-16 11:21:45,115,mg/dL
1178,2024-12-16 11:16:44,118,mg/dL
1179,2024-12-16 11:11:44,123,mg/dL
1180,2024-12-16 11:06:44,124,mg/dL
1181,2024-12-16 11:01:44,125,mg/dL
1182,2024-12-16 10:56:44,130,mg/dL
1183,2024-12-16 10:51:44,131,mg/dL
1184,2024-12-16 10:46:44,137,mg/dL
1185,2024-12-16 10:41:45,145,mg/dL
1186,2024-12-16 10:36:44,143,mg/dL
1187,2024-12-16 10:31:45,140,mg/dL
1188,2024-12-16 10:26:45,142,mg/dL
1189,2024-12-16 10:21:45,144,mg/dL
1190,2024-12-16 10:16:44,146,mg/dL
1191,2024-12-16 10:11:45,140,mg/dL
1192,2024-12-16 10:06:45,148,mg/dL
1193,2024-12-16 10:01:45,151,mg/dL
1194,2024-12-16 09:56:45,150,mg/dL
1195,2024-12-16 09:51:45,148,mg/dL
1196,2024-12-16 09:46:45,146,mg/dL
1197,2024-12-16 09:41:45,154,mg/dL
1198,2024-12-16 09:36:45,148,mg/dL
1199,2024-12-16 09:31:45,152,mg/dL
1200,2024-12-16 09:26:45,157,mg/dL
1201,2024-12-16 09:21:45,162,mg/dL
1202,2024-12-16 09:16:45,162,mg/dL
1203,2024-12-16 09:11:45,165,mg/dL
1204,2024-12-16 09:06:45,167,mg/dL
1205,2024-12-16 09:01:45,167,mg/dL
